Posizionamento_Disciplina,Squadra,Punti,anno,disciplina,PtTotaliOlimpiade,Posizionamento_Olimpiade
50,ABDALLO,10,2025,Tris Soccer,281,75
51,ROLANDO,10,2025,Tris Soccer,300,60
52,NINETTA,10,2025,Tris Soccer,213,107
53,GODVINO,10,2025,Tris Soccer,275,82
54,RADAMÈS,10,2025,Tris Soccer,291,69
55,BANCO,8,2025,Tris Soccer,304,51
56,NABUCODONOSOR,8,2025,Tris Soccer,328,34
57,BARBAROSSA,8,2025,Tris Soccer,301,55
58,FENTON,8,2025,Tris Soccer,266,89
59,MARCOVALDO,8,2025,Tris Soccer,451,4
60,CONTE DI VAUDEMONT,8,2025,Tris Soccer,416,6
61,DOROTEA,8,2025,Tris Soccer,301,54
62,GULNARA,8,2025,Tris Soccer,338,29
63,MALCOLM,8,2025,Tris Soccer,360,18
64,ROLLA,8,2025,Tris Soccer,265,90
65,SPARAFUCILE,8,2025,Tris Soccer,362,16
66,AMNERIS,8,2025,Tris Soccer,300,58
67,CONTE DI WALTER,8,2025,Tris Soccer,396,8
68,ZAMORO,8,2025,Tris Soccer,387,12
69,DESDEMONA,8,2025,Tris Soccer,343,27
70,OSCAR,8,2025,Tris Soccer,275,81
71,LINA,8,2025,Tris Soccer,301,56
72,FORESTO,8,2025,Tris Soccer,302,52
73,MINA,8,2025,Tris Soccer,349,25
74,DON RICCARDO,8,2025,Tris Soccer,300,59
75,BORSA,8,2025,Tris Soccer,302,53
76,ERNANI,8,2025,Tris Soccer,283,73
77,LIDA,8,2025,Tris Soccer,277,78
78,WURM,8,2025,Tris Soccer,298,62
79,RIGOLETTO,8,2025,Tris Soccer,271,85
80,ODABELLA,8,2025,Tris Soccer,273,83
81,GILDA,8,2025,Tris Soccer,315,45
82,FRA MELITONE,6,2025,Tris Soccer,144,108
83,MACBETH,6,2025,Tris Soccer,361,17
84,BARDOLFO,6,2025,Tris Soccer,248,97
85,ATTILA,6,2025,Tris Soccer,268,86
86,CASSIO,6,2025,Tris Soccer,392,11
87,ATALIBA,6,2025,Tris Soccer,327,35
88,GUSMANO,6,2025,Tris Soccer,266,88
89,PREZIOSILLA,6,2025,Tris Soccer,241,101
90,ALZIRA,6,2025,Tris Soccer,300,57
91,MOSER,6,2025,Tris Soccer,230,104
92,FEDERICA,6,2025,Tris Soccer,296,65
93,ELISABETTA DI VALOIS,6,2025,Tris Soccer,287,71
94,BRIANO,6,2025,Tris Soccer,224,106
95,PAGANO,6,2025,Tris Soccer,392,10
96,ARMINIO,6,2025,Tris Soccer,225,105
97,ELVIRA,6,2025,Tris Soccer,279,77
98,ELENA,6,2025,Tris Soccer,382,15
99,FORD,6,2025,Tris Soccer,317,43
100,RODRIGO,6,2025,Tris Soccer,291,68
101,ULDINO,6,2025,Tris Soccer,248,96
102,CALATRAVA,6,2025,Tris Soccer,259,92
103,LUISA MILLER,6,2025,Tris Soccer,277,79
104,AMELIA,6,2025,Tris Soccer,318,42
105,MANRICO,6,2025,Tris Soccer,256,93
106,ULRICA,6,2025,Tris Soccer,326,37
107,AIDA,6,2025,Tris Soccer,308,48
108,SELIMO,6,2025,Tris Soccer,323,38
1,RAMFIS,30,2025,We Golf,403,7
2,IAGO,25,2025,We Golf,479,1
3,OTELLO,21,2025,We Golf,470,3
4,PAGANO,18,2025,We Golf,392,10
5,NABUCODONOSOR,16,2025,We Golf,328,34
6,RODOLFO,16,2025,We Golf,317,44
7,ZAMORO,16,2025,We Golf,387,12
8,OVANDO,16,2025,We Golf,312,47
9,MACDUFF,14,2025,We Golf,355,23
10,ALFREDO,14,2025,We Golf,470,2
11,FLORA,14,2025,We Golf,299,61
12,CONTE DI WALTER,14,2025,We Golf,396,8
13,DESDEMONA,14,2025,We Golf,343,27
14,CORRADO,14,2025,We Golf,358,20
15,FALSTAFF,14,2025,We Golf,320,40
16,DUNCANO,14,2025,We Golf,343,28
17,ABIGAILLE,12,2025,We Golf,385,13
18,EZIO,12,2025,We Golf,394,9
19,ATTILA,12,2025,We Golf,268,86
20,DUCA DI MANTOVA,12,2025,We Golf,307,50
21,CASSIO,12,2025,We Golf,392,11
22,BARBAROSSA,12,2025,We Golf,301,55
23,ARVINO,12,2025,We Golf,438,5
24,FENTON,12,2025,We Golf,266,89
25,MARCOVALDO,12,2025,We Golf,451,4
26,CONTE DI VAUDEMONT,12,2025,We Golf,416,6
27,ATALIBA,12,2025,We Golf,327,35
28,GASTONE,12,2025,We Golf,355,22
29,MINA,12,2025,We Golf,349,25
30,GISELDA,12,2025,We Golf,358,19
31,SEID,12,2025,We Golf,244,100
32,MANRICO,12,2025,We Golf,256,93
33,MACBETH,10,2025,We Golf,361,17
34,BANCO,10,2025,We Golf,304,51
35,CONTE DI LUNA,10,2025,We Golf,357,21
36,MASSIMILIANO,10,2025,We Golf,247,98
37,GULNARA,10,2025,We Golf,338,29
38,ROLLA,10,2025,We Golf,265,90
39,GUY DE MONTFORT,10,2025,We Golf,350,24
40,FILIPPO II,10,2025,We Golf,326,36
41,RUY GOMEZ,10,2025,We Golf,261,91
42,AROLDO,10,2025,We Golf,320,41
43,FEDERICA,10,2025,We Golf,296,65
44,RAFFAELE,10,2025,We Golf,251,94
45,BRIANO,10,2025,We Golf,224,106
46,LINA,10,2025,We Golf,301,56
47,ELENA,10,2025,We Golf,382,15
48,RODRIGO,10,2025,We Golf,291,68
49,BORSA,10,2025,We Golf,302,53
50,GODVINO,10,2025,We Golf,275,82
51,VICLINDA,10,2025,We Golf,251,95
52,RADAMÈS,10,2025,We Golf,291,69
53,AIDA,10,2025,We Golf,308,48
54,CONTE RICCARDO,10,2025,We Golf,329,33
55,BARDOLFO,8,2025,We Golf,248,97
56,STANKAR,8,2025,We Golf,282,74
57,DOROTEA,8,2025,We Golf,301,54
58,SPARAFUCILE,8,2025,We Golf,362,16
59,AMNERIS,8,2025,We Golf,300,58
60,PREZIOSILLA,8,2025,We Golf,241,101
61,IMELDA,8,2025,We Golf,286,72
62,ELISABETTA DI VALOIS,8,2025,We Golf,287,71
63,RENATO,8,2025,We Golf,271,84
64,OSCAR,8,2025,We Golf,275,81
65,ISMAELE,8,2025,We Golf,280,76
66,DON ALVARO,8,2025,We Golf,240,102
67,ELVIRA,8,2025,We Golf,279,77
68,AZUCENA,8,2025,We Golf,337,30
69,DON RICCARDO,8,2025,We Golf,300,59
70,DON CARLOS,8,2025,We Golf,337,31
71,ERNANI,8,2025,We Golf,283,73
72,ZACCARIA,8,2025,We Golf,384,14
73,VIOLETTA,8,2025,We Golf,345,26
74,ARRIGO,8,2025,We Golf,293,66
75,ULDINO,8,2025,We Golf,248,96
76,WURM,8,2025,We Golf,298,62
77,CALATRAVA,8,2025,We Golf,259,92
78,NINETTA,8,2025,We Golf,213,107
79,RIGOLETTO,8,2025,We Golf,271,85
80,ULRICA,8,2025,We Golf,326,37
81,GILDA,8,2025,We Golf,315,45
82,FRA MELITONE,6,2025,We Golf,144,108
83,MEDORA,6,2025,We Golf,288,70
84,FERRANDO,6,2025,We Golf,267,87
85,PIRRO,6,2025,We Golf,233,103
86,RE CARLO,6,2025,We Golf,244,99
87,MALCOLM,6,2025,We Golf,360,18
88,EGBERTO,6,2025,We Golf,293,67
89,GUSMANO,6,2025,We Golf,266,88
90,ALZIRA,6,2025,We Golf,300,57
91,AMONASRO,6,2025,We Golf,297,64
92,TEBALDO,6,2025,We Golf,320,39
93,MOSER,6,2025,We Golf,230,104
94,ARMINIO,6,2025,We Golf,225,105
95,LEONORA,6,2025,We Golf,297,63
96,ALICE,6,2025,We Golf,332,32
97,FORESTO,6,2025,We Golf,302,52
98,GERMONT,6,2025,We Golf,312,46
99,EMILIA,6,2025,We Golf,277,80
100,FORD,6,2025,We Golf,317,43
101,STIFFELIO,6,2025,We Golf,307,49
102,LIDA,6,2025,We Golf,277,78
103,ABDALLO,6,2025,We Golf,281,75
104,ROLANDO,6,2025,We Golf,300,60
105,LUISA MILLER,6,2025,We Golf,277,79
106,ODABELLA,6,2025,We Golf,273,83
107,AMELIA,6,2025,We Golf,318,42
108,SELIMO,6,2025,We Golf,323,38
1,PAGANO,30,2024,Basket Connect 4,396,13
2,PIRRO,25,2024,Basket Connect 4,259,86
3,DUNCANO,21,2024,Basket Connect 4,399,12
4,NINETTA,18,2024,Basket Connect 4,252,89
5,LINA,16,2024,Basket Connect 4,370,19
6,CONTE RICCARDO,16,2024,Basket Connect 4,279,73
7,IMELDA,16,2024,Basket Connect 4,281,70
8,MACBETH,16,2024,Basket Connect 4,366,20
9,VICLINDA,14,2024,Basket Connect 4,280,72
10,AZUCENA,14,2024,Basket Connect 4,340,31
11,RAMFIS,14,2024,Basket Connect 4,379,17
12,MACDUFF,14,2024,Basket Connect 4,335,35
13,CASSIO,14,2024,Basket Connect 4,379,16
14,EZIO,14,2024,Basket Connect 4,434,4
15,OVANDO,14,2024,Basket Connect 4,309,51
16,DON CARLOS,14,2024,Basket Connect 4,359,23
17,FENTON,10,2024,Basket Connect 4,281,71
18,GISELDA,10,2024,Basket Connect 4,413,10
19,IAGO,10,2024,Basket Connect 4,483,2
20,ELENA,10,2024,Basket Connect 4,334,36
21,ERNANI,10,2024,Basket Connect 4,273,80
22,BARBAROSSA,10,2024,Basket Connect 4,314,47
23,OSCAR,10,2024,Basket Connect 4,255,87
24,STIFFELIO,10,2024,Basket Connect 4,312,48
25,ARVINO,10,2024,Basket Connect 4,419,8
26,GILDA,10,2024,Basket Connect 4,303,53
27,MALCOLM,10,2024,Basket Connect 4,333,37
28,ALZIRA,10,2024,Basket Connect 4,288,67
29,ULRICA,10,2024,Basket Connect 4,372,18
30,BARDOLFO,10,2024,Basket Connect 4,290,65
31,ODABELLA,10,2024,Basket Connect 4,295,61
32,ATTILA,10,2024,Basket Connect 4,277,77
33,GERMONT,6,2024,Basket Connect 4,352,27
34,GASTONE,6,2024,Basket Connect 4,355,25
35,DESDEMONA,6,2024,Basket Connect 4,310,50
36,EMILIA,6,2024,Basket Connect 4,251,90
37,RENATO,6,2024,Basket Connect 4,278,76
38,RAFFAELE,6,2024,Basket Connect 4,236,94
39,ATALIBA,6,2024,Basket Connect 4,261,84
40,FILIPPO II,6,2024,Basket Connect 4,353,26
41,LUISA MILLER,6,2024,Basket Connect 4,296,58
42,MANRICO,6,2024,Basket Connect 4,253,88
43,DON RICCARDO,6,2024,Basket Connect 4,299,56
44,RODRIGO,6,2024,Basket Connect 4,319,42
45,ARRIGO,6,2024,Basket Connect 4,300,54
46,ROLANDO,6,2024,Basket Connect 4,316,44
47,FALSTAFF,6,2024,Basket Connect 4,316,45
48,AMNERIS,6,2024,Basket Connect 4,294,62
49,ALICE,6,2024,Basket Connect 4,358,24
50,WURM,6,2024,Basket Connect 4,294,63
51,CONTE DI WALTER,6,2024,Basket Connect 4,344,28
52,GUSMANO,6,2024,Basket Connect 4,284,68
53,STANKAR,6,2024,Basket Connect 4,317,43
54,FORESTO,6,2024,Basket Connect 4,271,81
55,VIOLETTA,6,2024,Basket Connect 4,335,34
56,ABIGAILLE,6,2024,Basket Connect 4,428,6
57,RE CARLO,6,2024,Basket Connect 4,278,75
58,MARCOVALDO,6,2024,Basket Connect 4,450,3
59,BRIANO,6,2024,Basket Connect 4,222,96
60,SELIMO,6,2024,Basket Connect 4,276,78
61,CONTE DI LUNA,6,2024,Basket Connect 4,390,15
62,GODVINO,6,2024,Basket Connect 4,295,59
63,BANCO,6,2024,Basket Connect 4,246,92
64,ULDINO,6,2024,Basket Connect 4,338,33
65,RODOLFO,6,2024,Basket Connect 4,289,66
66,CONTE DI VAUDEMONT,6,2024,Basket Connect 4,431,5
67,OTELLO,6,2024,Basket Connect 4,426,7
68,ABDALLO,6,2024,Basket Connect 4,273,79
69,GUY DE MONTFORT,6,2024,Basket Connect 4,340,32
70,FLORA,6,2024,Basket Connect 4,234,95
71,FEDERICA,6,2024,Basket Connect 4,268,83
72,NABUCODONOSOR,6,2024,Basket Connect 4,329,38
73,SEID,6,2024,Basket Connect 4,279,74
74,AIDA,6,2024,Basket Connect 4,307,52
75,TEBALDO,6,2024,Basket Connect 4,260,85
76,RIGOLETTO,6,2024,Basket Connect 4,295,60
77,AMONASRO,6,2024,Basket Connect 4,239,93
78,AMELIA,6,2024,Basket Connect 4,321,39
79,RUY GOMEZ,6,2024,Basket Connect 4,249,91
80,MINA,6,2024,Basket Connect 4,342,30
81,CORRADO,6,2024,Basket Connect 4,362,22
82,GULNARA,6,2024,Basket Connect 4,344,29
83,RADAMÈS,6,2024,Basket Connect 4,282,69
84,AROLDO,6,2024,Basket Connect 4,292,64
85,ZACCARIA,6,2024,Basket Connect 4,391,14
86,EGBERTO,6,2024,Basket Connect 4,320,41
87,SPARAFUCILE,6,2024,Basket Connect 4,418,9
88,DUCA DI MANTOVA,6,2024,Basket Connect 4,297,57
89,BORSA,6,2024,Basket Connect 4,300,55
90,ALFREDO,6,2024,Basket Connect 4,500,1
91,FORD,6,2024,Basket Connect 4,362,21
92,LEONORA,6,2024,Basket Connect 4,314,46
93,LIDA,6,2024,Basket Connect 4,321,40
94,ISMAELE,6,2024,Basket Connect 4,268,82
95,ZAMORO,6,2024,Basket Connect 4,409,11
96,ELISABETTA DI VALOIS,6,2024,Basket Connect 4,311,49
1,EZIO,30,2024,Biglie,434,4
2,CONTE DI VAUDEMONT,25,2024,Biglie,431,5
3,DUNCANO,21,2024,Biglie,399,12
4,ELISABETTA DI VALOIS,19,2024,Biglie,311,49
5,ARVINO,18,2024,Biglie,419,8
6,ATTILA,17,2024,Biglie,277,77
7,ZACCARIA,16,2024,Biglie,391,14
8,PAGANO,15,2024,Biglie,396,13
9,SELIMO,14,2024,Biglie,276,78
10,AMELIA,13,2024,Biglie,321,39
11,DUCA DI MANTOVA,12,2024,Biglie,297,57
12,LINA,11,2024,Biglie,370,19
13,GISELDA,10,2024,Biglie,413,10
14,RODOLFO,10,2024,Biglie,289,66
15,OTELLO,10,2024,Biglie,426,7
16,STIFFELIO,10,2024,Biglie,312,48
17,GULNARA,10,2024,Biglie,344,29
18,MACBETH,10,2024,Biglie,366,20
19,ZAMORO,10,2024,Biglie,409,11
20,GERMONT,9,2024,Biglie,352,27
21,RODRIGO,9,2024,Biglie,319,42
22,FALSTAFF,9,2024,Biglie,316,45
23,IAGO,9,2024,Biglie,483,2
24,CONTE DI LUNA,9,2024,Biglie,390,15
25,MINA,9,2024,Biglie,342,30
26,SPARAFUCILE,9,2024,Biglie,418,9
27,ISMAELE,9,2024,Biglie,268,82
28,AMNERIS,8,2024,Biglie,294,62
29,WURM,8,2024,Biglie,294,63
30,CASSIO,8,2024,Biglie,379,16
31,GUY DE MONTFORT,8,2024,Biglie,340,32
32,NINETTA,8,2024,Biglie,252,89
33,RUY GOMEZ,8,2024,Biglie,249,91
34,IMELDA,8,2024,Biglie,281,70
35,ODABELLA,8,2024,Biglie,295,61
36,GASTONE,7,2024,Biglie,355,25
37,DESDEMONA,7,2024,Biglie,310,50
38,RENATO,7,2024,Biglie,278,76
39,RAFFAELE,7,2024,Biglie,236,94
40,FILIPPO II,7,2024,Biglie,353,26
41,AZUCENA,7,2024,Biglie,340,31
42,LUISA MILLER,7,2024,Biglie,296,58
43,DON RICCARDO,7,2024,Biglie,299,56
44,ARRIGO,7,2024,Biglie,300,54
45,ROLANDO,7,2024,Biglie,316,44
46,RAMFIS,7,2024,Biglie,379,17
47,ALICE,7,2024,Biglie,358,24
48,CONTE DI WALTER,7,2024,Biglie,344,28
49,BARBAROSSA,7,2024,Biglie,314,47
50,STANKAR,7,2024,Biglie,317,43
51,VIOLETTA,7,2024,Biglie,335,34
52,ABIGAILLE,7,2024,Biglie,428,6
53,MARCOVALDO,7,2024,Biglie,450,3
54,GODVINO,7,2024,Biglie,295,59
55,BANCO,7,2024,Biglie,246,92
56,ULDINO,7,2024,Biglie,338,33
57,FEDERICA,7,2024,Biglie,268,83
58,OSCAR,7,2024,Biglie,255,87
59,SEID,7,2024,Biglie,279,74
60,AIDA,7,2024,Biglie,307,52
61,TEBALDO,7,2024,Biglie,260,85
62,MALCOLM,7,2024,Biglie,333,37
63,AMONASRO,7,2024,Biglie,239,93
64,PIRRO,7,2024,Biglie,259,86
65,RADAMÈS,7,2024,Biglie,282,69
66,AROLDO,7,2024,Biglie,292,64
67,DON CARLOS,7,2024,Biglie,359,23
68,BARDOLFO,7,2024,Biglie,290,65
69,ALFREDO,7,2024,Biglie,500,1
70,FORD,7,2024,Biglie,362,21
71,LIDA,7,2024,Biglie,321,40
72,VICLINDA,6,2024,Biglie,280,72
73,FENTON,6,2024,Biglie,281,71
74,EMILIA,6,2024,Biglie,251,90
75,ATALIBA,6,2024,Biglie,261,84
76,MANRICO,6,2024,Biglie,253,88
77,ELENA,6,2024,Biglie,334,36
78,ERNANI,6,2024,Biglie,273,80
79,GUSMANO,6,2024,Biglie,284,68
80,FORESTO,6,2024,Biglie,271,81
81,MACDUFF,6,2024,Biglie,335,35
82,RE CARLO,6,2024,Biglie,278,75
83,BRIANO,6,2024,Biglie,222,96
84,ABDALLO,6,2024,Biglie,273,79
85,FLORA,6,2024,Biglie,234,95
86,NABUCODONOSOR,6,2024,Biglie,329,38
87,GILDA,6,2024,Biglie,303,53
88,RIGOLETTO,6,2024,Biglie,295,60
89,ALZIRA,6,2024,Biglie,288,67
90,CORRADO,6,2024,Biglie,362,22
91,ULRICA,6,2024,Biglie,372,18
92,EGBERTO,6,2024,Biglie,320,41
93,OVANDO,6,2024,Biglie,309,51
94,CONTE RICCARDO,6,2024,Biglie,279,73
95,BORSA,6,2024,Biglie,300,55
96,LEONORA,6,2024,Biglie,314,46
1,ARVINO,30,2024,Bocce,419,8
2,OTELLO,25,2024,Bocce,426,7
3,VIOLETTA,21,2024,Bocce,335,34
4,MINA,18,2024,Bocce,342,30
5,ABIGAILLE,16,2024,Bocce,428,6
6,MARCOVALDO,16,2024,Bocce,450,3
7,ZACCARIA,16,2024,Bocce,391,14
8,DON CARLOS,16,2024,Bocce,359,23
9,FILIPPO II,14,2024,Bocce,353,26
10,WURM,14,2024,Bocce,294,63
11,CONTE DI VAUDEMONT,14,2024,Bocce,431,5
12,AMELIA,14,2024,Bocce,321,39
13,ULRICA,14,2024,Bocce,372,18
14,SPARAFUCILE,14,2024,Bocce,418,9
15,DUCA DI MANTOVA,14,2024,Bocce,297,57
16,ALFREDO,14,2024,Bocce,500,1
17,DESDEMONA,12,2024,Bocce,310,50
18,AZUCENA,12,2024,Bocce,340,31
19,DON RICCARDO,12,2024,Bocce,299,56
20,GISELDA,12,2024,Bocce,413,10
21,RAMFIS,12,2024,Bocce,379,17
22,FALSTAFF,12,2024,Bocce,316,45
23,PAGANO,12,2024,Bocce,396,13
24,IAGO,12,2024,Bocce,483,2
25,RE CARLO,12,2024,Bocce,278,75
26,BRIANO,12,2024,Bocce,222,96
27,SELIMO,12,2024,Bocce,276,78
28,RODOLFO,12,2024,Bocce,289,66
29,SEID,12,2024,Bocce,279,74
30,MALCOLM,12,2024,Bocce,333,37
31,EGBERTO,12,2024,Bocce,320,41
32,ODABELLA,12,2024,Bocce,295,61
33,GERMONT,10,2024,Bocce,352,27
34,ARRIGO,10,2024,Bocce,300,54
35,ROLANDO,10,2024,Bocce,316,44
36,BARBAROSSA,10,2024,Bocce,314,47
37,GUSMANO,10,2024,Bocce,284,68
38,STANKAR,10,2024,Bocce,317,43
39,FORESTO,10,2024,Bocce,271,81
40,CASSIO,10,2024,Bocce,379,16
41,EZIO,10,2024,Bocce,434,4
42,AIDA,10,2024,Bocce,307,52
43,AMONASRO,10,2024,Bocce,239,93
44,CORRADO,10,2024,Bocce,362,22
45,RADAMÈS,10,2024,Bocce,282,69
46,OVANDO,10,2024,Bocce,309,51
47,CONTE RICCARDO,10,2024,Bocce,279,73
48,MACBETH,10,2024,Bocce,366,20
49,GASTONE,8,2024,Bocce,355,25
50,RAFFAELE,8,2024,Bocce,236,94
51,LUISA MILLER,8,2024,Bocce,296,58
52,RODRIGO,8,2024,Bocce,319,42
53,AMNERIS,8,2024,Bocce,294,62
54,ALICE,8,2024,Bocce,358,24
55,ELENA,8,2024,Bocce,334,36
56,ERNANI,8,2024,Bocce,273,80
57,MACDUFF,8,2024,Bocce,335,35
58,GODVINO,8,2024,Bocce,295,59
59,BANCO,8,2024,Bocce,246,92
60,FEDERICA,8,2024,Bocce,268,83
61,OSCAR,8,2024,Bocce,255,87
62,STIFFELIO,8,2024,Bocce,312,48
63,GILDA,8,2024,Bocce,303,53
64,DUNCANO,8,2024,Bocce,399,12
65,RUY GOMEZ,8,2024,Bocce,249,91
66,AROLDO,8,2024,Bocce,292,64
67,BORSA,8,2024,Bocce,300,55
68,BARDOLFO,8,2024,Bocce,290,65
69,FORD,8,2024,Bocce,362,21
70,ATTILA,8,2024,Bocce,277,77
71,ZAMORO,8,2024,Bocce,409,11
72,ELISABETTA DI VALOIS,8,2024,Bocce,311,49
73,VICLINDA,6,2024,Bocce,280,72
74,FENTON,6,2024,Bocce,281,71
75,EMILIA,6,2024,Bocce,251,90
76,RENATO,6,2024,Bocce,278,76
77,ATALIBA,6,2024,Bocce,261,84
78,MANRICO,6,2024,Bocce,253,88
79,CONTE DI WALTER,6,2024,Bocce,344,28
80,CONTE DI LUNA,6,2024,Bocce,390,15
81,ULDINO,6,2024,Bocce,338,33
82,LINA,6,2024,Bocce,370,19
83,ABDALLO,6,2024,Bocce,273,79
84,GUY DE MONTFORT,6,2024,Bocce,340,32
85,FLORA,6,2024,Bocce,234,95
86,NABUCODONOSOR,6,2024,Bocce,329,38
87,TEBALDO,6,2024,Bocce,260,85
88,RIGOLETTO,6,2024,Bocce,295,60
89,PIRRO,6,2024,Bocce,259,86
90,ALZIRA,6,2024,Bocce,288,67
91,NINETTA,6,2024,Bocce,252,89
92,GULNARA,6,2024,Bocce,344,29
93,IMELDA,6,2024,Bocce,281,70
94,LEONORA,6,2024,Bocce,314,46
95,LIDA,6,2024,Bocce,321,40
96,ISMAELE,6,2024,Bocce,268,82
1,ULRICA,30,2024,Calciobalilla,372,18
2,IAGO,25,2024,Calciobalilla,483,2
3,ALZIRA,21,2024,Calciobalilla,288,67
4,CORRADO,18,2024,Calciobalilla,362,22
5,RAFFAELE,16,2024,Calciobalilla,236,94
6,OTELLO,16,2024,Calciobalilla,426,7
7,GILDA,16,2024,Calciobalilla,303,53
8,ALFREDO,16,2024,Calciobalilla,500,1
9,GERMONT,14,2024,Calciobalilla,352,27
10,FILIPPO II,14,2024,Calciobalilla,353,26
11,GISELDA,14,2024,Calciobalilla,413,10
12,ABIGAILLE,14,2024,Calciobalilla,428,6
13,MARCOVALDO,14,2024,Calciobalilla,450,3
14,GUY DE MONTFORT,14,2024,Calciobalilla,340,32
15,ZACCARIA,14,2024,Calciobalilla,391,14
16,LEONORA,14,2024,Calciobalilla,314,46
17,VICLINDA,12,2024,Calciobalilla,280,72
18,DESDEMONA,12,2024,Calciobalilla,310,50
19,RODRIGO,12,2024,Calciobalilla,319,42
20,RAMFIS,12,2024,Calciobalilla,379,17
21,CONTE DI WALTER,12,2024,Calciobalilla,344,28
22,BARBAROSSA,12,2024,Calciobalilla,314,47
23,BANCO,12,2024,Calciobalilla,246,92
24,RODOLFO,12,2024,Calciobalilla,289,66
25,CONTE DI VAUDEMONT,12,2024,Calciobalilla,431,5
26,SEID,12,2024,Calciobalilla,279,74
27,RIGOLETTO,12,2024,Calciobalilla,295,60
28,AMONASRO,12,2024,Calciobalilla,239,93
29,AROLDO,12,2024,Calciobalilla,292,64
30,CONTE RICCARDO,12,2024,Calciobalilla,279,73
31,ODABELLA,12,2024,Calciobalilla,295,61
32,ATTILA,12,2024,Calciobalilla,277,77
33,RENATO,10,2024,Calciobalilla,278,76
34,ATALIBA,10,2024,Calciobalilla,261,84
35,PAGANO,10,2024,Calciobalilla,396,13
36,ALICE,10,2024,Calciobalilla,358,24
37,MACDUFF,10,2024,Calciobalilla,335,35
38,CASSIO,10,2024,Calciobalilla,379,16
39,FLORA,10,2024,Calciobalilla,234,95
40,FEDERICA,10,2024,Calciobalilla,268,83
41,ARVINO,10,2024,Calciobalilla,419,8
42,MALCOLM,10,2024,Calciobalilla,333,37
43,RUY GOMEZ,10,2024,Calciobalilla,249,91
44,MINA,10,2024,Calciobalilla,342,30
45,BORSA,10,2024,Calciobalilla,300,55
46,FORD,10,2024,Calciobalilla,362,21
47,MACBETH,10,2024,Calciobalilla,366,20
48,ZAMORO,10,2024,Calciobalilla,409,11
49,FENTON,8,2024,Calciobalilla,281,71
50,AZUCENA,8,2024,Calciobalilla,340,31
51,LUISA MILLER,8,2024,Calciobalilla,296,58
52,MANRICO,8,2024,Calciobalilla,253,88
53,DON RICCARDO,8,2024,Calciobalilla,299,56
54,AMNERIS,8,2024,Calciobalilla,294,62
55,FORESTO,8,2024,Calciobalilla,271,81
56,VIOLETTA,8,2024,Calciobalilla,335,34
57,RE CARLO,8,2024,Calciobalilla,278,75
58,SELIMO,8,2024,Calciobalilla,276,78
59,CONTE DI LUNA,8,2024,Calciobalilla,390,15
60,LINA,8,2024,Calciobalilla,370,19
61,ABDALLO,8,2024,Calciobalilla,273,79
62,OSCAR,8,2024,Calciobalilla,255,87
63,TEBALDO,8,2024,Calciobalilla,260,85
64,DUNCANO,8,2024,Calciobalilla,399,12
65,PIRRO,8,2024,Calciobalilla,259,86
66,NINETTA,8,2024,Calciobalilla,252,89
67,EGBERTO,8,2024,Calciobalilla,320,41
68,OVANDO,8,2024,Calciobalilla,309,51
69,DUCA DI MANTOVA,8,2024,Calciobalilla,297,57
70,IMELDA,8,2024,Calciobalilla,281,70
71,DON CARLOS,8,2024,Calciobalilla,359,23
72,LIDA,8,2024,Calciobalilla,321,40
73,GASTONE,6,2024,Calciobalilla,355,25
74,EMILIA,6,2024,Calciobalilla,251,90
75,ARRIGO,6,2024,Calciobalilla,300,54
76,ROLANDO,6,2024,Calciobalilla,316,44
77,FALSTAFF,6,2024,Calciobalilla,316,45
78,WURM,6,2024,Calciobalilla,294,63
79,ELENA,6,2024,Calciobalilla,334,36
80,ERNANI,6,2024,Calciobalilla,273,80
81,GUSMANO,6,2024,Calciobalilla,284,68
82,STANKAR,6,2024,Calciobalilla,317,43
83,BRIANO,6,2024,Calciobalilla,222,96
84,GODVINO,6,2024,Calciobalilla,295,59
85,ULDINO,6,2024,Calciobalilla,338,33
86,EZIO,6,2024,Calciobalilla,434,4
87,STIFFELIO,6,2024,Calciobalilla,312,48
88,NABUCODONOSOR,6,2024,Calciobalilla,329,38
89,AIDA,6,2024,Calciobalilla,307,52
90,AMELIA,6,2024,Calciobalilla,321,39
91,GULNARA,6,2024,Calciobalilla,344,29
92,RADAMÈS,6,2024,Calciobalilla,282,69
93,SPARAFUCILE,6,2024,Calciobalilla,418,9
94,BARDOLFO,6,2024,Calciobalilla,290,65
95,ISMAELE,6,2024,Calciobalilla,268,82
96,ELISABETTA DI VALOIS,6,2024,Calciobalilla,311,49
1,MARCOVALDO,30,2024,Canotto Race,450,3
2,ALFREDO,25,2024,Canotto Race,500,1
3,ABIGAILLE,21,2024,Canotto Race,428,6
4,MACBETH,18,2024,Canotto Race,366,20
5,RAMFIS,16,2024,Canotto Race,379,17
6,EZIO,16,2024,Canotto Race,434,4
7,GULNARA,16,2024,Canotto Race,344,29
8,LIDA,16,2024,Canotto Race,321,40
9,GERMONT,14,2024,Canotto Race,352,27
10,DESDEMONA,14,2024,Canotto Race,310,50
11,FENTON,14,2024,Canotto Race,281,71
12,ARRIGO,14,2024,Canotto Race,300,54
13,GISELDA,14,2024,Canotto Race,413,10
14,RE CARLO,14,2024,Canotto Race,278,75
15,STIFFELIO,14,2024,Canotto Race,312,48
16,OVANDO,14,2024,Canotto Race,309,51
