Posizionamento_Disciplina,Squadra,Punti,anno,disciplina,PtTotaliOlimpiade,Posizionamento_Olimpiade
7,PAGANO,16,2026,We Golf,345,20
8,RAMFIS,16,2026,We Golf,352,17
9,DUNCANO,14,2026,We Golf,309,44
10,AIDA,14,2026,We Golf,297,55
11,ARRIGO,14,2026,We Golf,286,73
12,DESDEMONA,14,2026,We Golf,284,74
13,ARVINO,14,2026,We Golf,412,6
14,ALZIRA,14,2026,We Golf,299,53
15,SELIMO,14,2026,We Golf,334,32
16,ZACCARIA,14,2026,We Golf,374,10
17,BORSA,12,2026,We Golf,312,43
18,MACDUFF,12,2026,We Golf,345,21
19,ULDINO,12,2026,We Golf,262,97
20,ERNANI,12,2026,We Golf,266,89
21,ALICE,12,2026,We Golf,348,19
22,FILIPPO II,12,2026,We Golf,337,25
23,OVANDO,12,2026,We Golf,319,41
24,AMELIA,12,2026,We Golf,328,35
25,CALATRAVA,12,2026,We Golf,271,85
26,MASSIMILIANO,12,2026,We Golf,262,95
27,GISELDA,12,2026,We Golf,340,24
28,BANCO,12,2026,We Golf,254,105
29,ATALIBA,12,2026,We Golf,286,72
30,CASSIO,12,2026,We Golf,344,22
31,ROLANDO,12,2026,We Golf,280,75
32,MACBETH,12,2026,We Golf,286,71
33,DON ALVARO,10,2026,We Golf,245,108
34,SPARAFUCILE,10,2026,We Golf,399,7
35,BARDOLFO,10,2026,We Golf,302,52
36,ZAMORO,10,2026,We Golf,391,8
37,RADAMÈS,10,2026,We Golf,321,37
38,WURM,10,2026,We Golf,273,80
39,GUSMANO,10,2026,We Golf,259,98
40,BARBAROSSA,10,2026,We Golf,290,64
41,MEDORA,10,2026,We Golf,254,106
42,CONTE DI WALTER,10,2026,We Golf,358,14
43,ELENA,10,2026,We Golf,388,9
44,ABIGAILLE,10,2026,We Golf,430,4
45,DON CARLOS,10,2026,We Golf,334,31
46,CONTE DI LUNA,10,2026,We Golf,368,13
47,SEID,10,2026,We Golf,294,58
48,TEBALDO,10,2026,We Golf,278,77
49,EZIO,10,2026,We Golf,355,15
50,FENTON,10,2026,We Golf,255,104
51,RENATO,10,2026,We Golf,288,68
52,CONTE DI VAUDEMONT,10,2026,We Golf,350,18
53,AZUCENA,10,2026,We Golf,320,39
54,ROLLA,10,2026,We Golf,249,107
55,MANRICO,10,2026,We Golf,263,92
56,FEDERICA,10,2026,We Golf,305,47
57,FLORA,8,2026,We Golf,294,59
58,ELVIRA,8,2026,We Golf,303,51
59,AMNERIS,8,2026,We Golf,288,67
60,LEONORA,8,2026,We Golf,293,60
61,RIGOLETTO,8,2026,We Golf,273,82
62,DOROTEA,8,2026,We Golf,263,94
63,FORD,8,2026,We Golf,296,56
64,STANKAR,8,2026,We Golf,264,91
65,ISMAELE,8,2026,We Golf,272,84
66,GODVINO,8,2026,We Golf,305,48
67,ARMINIO,8,2026,We Golf,258,101
68,GULNARA,8,2026,We Golf,374,11
69,FRA MELITONE,8,2026,We Golf,262,96
70,MINA,8,2026,We Golf,368,12
71,ELISABETTA DI VALOIS,8,2026,We Golf,265,90
72,GASTONE,8,2026,We Golf,321,38
73,GILDA,8,2026,We Golf,331,33
74,NINETTA,8,2026,We Golf,259,99
75,FERRANDO,8,2026,We Golf,273,81
76,ODABELLA,8,2026,We Golf,263,93
77,EGBERTO,8,2026,We Golf,278,78
78,ATTILA,8,2026,We Golf,289,65
79,BARBARIGO,8,2026,We Golf,237,110
80,LUISA MILLER,8,2026,We Golf,340,23
81,CONTE RICCARDO,8,2026,We Golf,298,54
82,FORESTO,8,2026,We Golf,306,46
83,PIRRO,8,2026,We Golf,267,88
84,AROLDO,8,2026,We Golf,291,61
85,RAFFAELE,6,2026,We Golf,224,111
86,DUCA DI MANTOVA,6,2026,We Golf,288,69
87,LUCREZIA,6,2026,We Golf,271,86
88,VIOLETTA,6,2026,We Golf,335,29
89,NABUCODONOSOR,6,2026,We Golf,330,34
90,RUY GOMEZ,6,2026,We Golf,275,79
91,EMILIA,6,2026,We Golf,272,83
92,GERMONT,6,2026,We Golf,287,70
93,BRIANO,6,2026,We Golf,303,49
94,IMELDA,6,2026,We Golf,258,100
95,LIDA,6,2026,We Golf,257,102
96,RE CARLO,6,2026,We Golf,242,109
97,RODRIGO,6,2026,We Golf,335,28
98,PISANA,6,2026,We Golf,289,66
99,LINA,6,2026,We Golf,306,45
100,MALCOLM,6,2026,We Golf,335,30
101,MARCOVALDO,6,2026,We Golf,457,2
102,DON RICCARDO,6,2026,We Golf,325,36
103,GUY DE MONTFORT,6,2026,We Golf,336,27
104,MOSER,6,2026,We Golf,269,87
105,ABDALLO,6,2026,We Golf,317,42
106,FALSTAFF,6,2026,We Golf,280,76
107,AMONASRO,6,2026,We Golf,303,50
108,VICLINDA,6,2026,We Golf,295,57
109,RODOLFO,6,2026,We Golf,290,63
110,STIFFELIO,6,2026,We Golf,291,62
111,PREZIOSILLA,6,2026,We Golf,255,103
112,FOSCARI,6,2026,We Golf,201,112
1,ALFREDO,30,2026,Ping Pong,504,1
2,IAGO,25,2026,Ping Pong,425,5
3,MINA,21,2026,Ping Pong,368,12
4,ATTILA,18,2026,Ping Pong,289,65
5,FILIPPO II,16,2026,Ping Pong,337,25
6,MARCOVALDO,16,2026,Ping Pong,457,2
7,AMONASRO,16,2026,Ping Pong,303,50
8,LUISA MILLER,16,2026,Ping Pong,340,23
9,ELVIRA,14,2026,Ping Pong,303,51
10,AIDA,14,2026,Ping Pong,297,55
11,ELENA,14,2026,Ping Pong,388,9
12,GASTONE,14,2026,Ping Pong,321,38
13,FERRANDO,14,2026,Ping Pong,273,81
14,EZIO,14,2026,Ping Pong,355,15
15,FALSTAFF,14,2026,Ping Pong,280,76
16,AZUCENA,14,2026,Ping Pong,320,39
17,BORSA,12,2026,Ping Pong,312,43
18,FLORA,12,2026,Ping Pong,294,59
19,DOROTEA,12,2026,Ping Pong,263,94
20,FORD,12,2026,Ping Pong,296,56
21,ISMAELE,12,2026,Ping Pong,272,84
22,ARMINIO,12,2026,Ping Pong,258,101
23,OVANDO,12,2026,Ping Pong,319,41
24,BRIANO,12,2026,Ping Pong,303,49
25,AMELIA,12,2026,Ping Pong,328,35
26,RODRIGO,12,2026,Ping Pong,335,28
27,GUY DE MONTFORT,12,2026,Ping Pong,336,27
28,ABDALLO,12,2026,Ping Pong,317,42
29,ARVINO,12,2026,Ping Pong,412,6
30,FORESTO,12,2026,Ping Pong,306,46
31,ZACCARIA,12,2026,Ping Pong,374,10
32,FEDERICA,12,2026,Ping Pong,305,47
33,MACDUFF,10,2026,Ping Pong,345,21
34,LUCREZIA,10,2026,Ping Pong,271,86
35,SPARAFUCILE,10,2026,Ping Pong,399,7
36,ULDINO,10,2026,Ping Pong,262,97
37,RADAMÈS,10,2026,Ping Pong,321,37
38,NABUCODONOSOR,10,2026,Ping Pong,330,34
39,RIGOLETTO,10,2026,Ping Pong,273,82
40,OSCAR,10,2026,Ping Pong,319,40
41,GERMONT,10,2026,Ping Pong,287,70
42,GULNARA,10,2026,Ping Pong,374,11
43,PISANA,10,2026,Ping Pong,289,66
44,CALATRAVA,10,2026,Ping Pong,271,85
45,ELISABETTA DI VALOIS,10,2026,Ping Pong,265,90
46,LINA,10,2026,Ping Pong,306,45
47,GILDA,10,2026,Ping Pong,331,33
48,MALCOLM,10,2026,Ping Pong,335,30
49,DON RICCARDO,10,2026,Ping Pong,325,36
50,MOSER,10,2026,Ping Pong,269,87
51,BANCO,10,2026,Ping Pong,254,105
52,PAGANO,10,2026,Ping Pong,345,20
53,RAMFIS,10,2026,Ping Pong,352,17
54,VICLINDA,10,2026,Ping Pong,295,57
55,CONTE RICCARDO,10,2026,Ping Pong,298,54
56,PREZIOSILLA,10,2026,Ping Pong,255,103
57,DON ALVARO,8,2026,Ping Pong,245,108
58,RAFFAELE,8,2026,Ping Pong,224,111
59,AMNERIS,8,2026,Ping Pong,288,67
60,BARDOLFO,8,2026,Ping Pong,302,52
61,ZAMORO,8,2026,Ping Pong,391,8
62,OTELLO,8,2026,Ping Pong,455,3
63,RUY GOMEZ,8,2026,Ping Pong,275,79
64,ALICE,8,2026,Ping Pong,348,19
65,DUNCANO,8,2026,Ping Pong,309,44
66,GUSMANO,8,2026,Ping Pong,259,98
67,GODVINO,8,2026,Ping Pong,305,48
68,CONTE DI WALTER,8,2026,Ping Pong,358,14
69,IMELDA,8,2026,Ping Pong,258,100
70,LIDA,8,2026,Ping Pong,257,102
71,ARRIGO,8,2026,Ping Pong,286,73
72,DON CARLOS,8,2026,Ping Pong,334,31
73,CONTE DI LUNA,8,2026,Ping Pong,368,13
74,SEID,8,2026,Ping Pong,294,58
75,DESDEMONA,8,2026,Ping Pong,284,74
76,NINETTA,8,2026,Ping Pong,259,99
77,FENTON,8,2026,Ping Pong,255,104
78,BARBARIGO,8,2026,Ping Pong,237,110
79,SELIMO,8,2026,Ping Pong,334,32
80,CASSIO,8,2026,Ping Pong,344,22
81,ROLANDO,8,2026,Ping Pong,280,75
82,MACBETH,8,2026,Ping Pong,286,71
83,PIRRO,8,2026,Ping Pong,267,88
84,AROLDO,8,2026,Ping Pong,291,61
85,DUCA DI MANTOVA,6,2026,Ping Pong,288,69
86,VIOLETTA,6,2026,Ping Pong,335,29
87,LEONORA,6,2026,Ping Pong,293,60
88,ERNANI,6,2026,Ping Pong,266,89
89,WURM,6,2026,Ping Pong,273,80
90,EMILIA,6,2026,Ping Pong,272,83
91,STANKAR,6,2026,Ping Pong,264,91
92,BARBAROSSA,6,2026,Ping Pong,290,64
93,MEDORA,6,2026,Ping Pong,254,106
94,ABIGAILLE,6,2026,Ping Pong,430,4
95,RE CARLO,6,2026,Ping Pong,242,109
96,FRA MELITONE,6,2026,Ping Pong,262,96
97,MASSIMILIANO,6,2026,Ping Pong,262,95
98,GISELDA,6,2026,Ping Pong,340,24
99,ULRICA,6,2026,Ping Pong,337,26
100,ATALIBA,6,2026,Ping Pong,286,72
101,ODABELLA,6,2026,Ping Pong,263,93
102,TEBALDO,6,2026,Ping Pong,278,77
103,RENATO,6,2026,Ping Pong,288,68
104,CORRADO,6,2026,Ping Pong,352,16
105,ALZIRA,6,2026,Ping Pong,299,53
106,EGBERTO,6,2026,Ping Pong,278,78
107,CONTE DI VAUDEMONT,6,2026,Ping Pong,350,18
108,RODOLFO,6,2026,Ping Pong,290,63
109,ROLLA,6,2026,Ping Pong,249,107
110,STIFFELIO,6,2026,Ping Pong,291,62
111,FOSCARI,6,2026,Ping Pong,201,112
112,MANRICO,6,2026,Ping Pong,263,92
1,PAGANO,30,2026,Basket Connect 4,345,20
2,OTELLO,25,2026,Basket Connect 4,455,3
3,RADAMÈS,21,2026,Basket Connect 4,321,37
4,EMILIA,18,2026,Basket Connect 4,272,83
5,IMELDA,16,2026,Basket Connect 4,258,100
6,RODRIGO,16,2026,Basket Connect 4,335,28
7,PISANA,16,2026,Basket Connect 4,289,66
8,CONTE DI LUNA,16,2026,Basket Connect 4,368,13
9,LEONORA,14,2026,Basket Connect 4,293,60
10,CONTE DI WALTER,14,2026,Basket Connect 4,358,14
11,MASSIMILIANO,14,2026,Basket Connect 4,262,95
12,LINA,14,2026,Basket Connect 4,306,45
13,LUISA MILLER,14,2026,Basket Connect 4,340,23
14,CONTE RICCARDO,14,2026,Basket Connect 4,298,54
15,ROLLA,14,2026,Basket Connect 4,249,107
16,PIRRO,14,2026,Basket Connect 4,267,88
17,FILIPPO II,10,2026,Basket Connect 4,337,25
18,GERMONT,10,2026,Basket Connect 4,287,70
19,OVANDO,10,2026,Basket Connect 4,319,41
20,BRIANO,10,2026,Basket Connect 4,303,49
21,FRA MELITONE,10,2026,Basket Connect 4,262,96
22,GASTONE,10,2026,Basket Connect 4,321,38
23,DESDEMONA,10,2026,Basket Connect 4,284,74
24,GUY DE MONTFORT,10,2026,Basket Connect 4,336,27
25,FERRANDO,10,2026,Basket Connect 4,273,81
26,TEBALDO,10,2026,Basket Connect 4,278,77
27,EGBERTO,10,2026,Basket Connect 4,278,78
28,ATTILA,10,2026,Basket Connect 4,289,65
29,BARBARIGO,10,2026,Basket Connect 4,237,110
30,ZACCARIA,10,2026,Basket Connect 4,374,10
31,FOSCARI,10,2026,Basket Connect 4,201,112
32,AROLDO,10,2026,Basket Connect 4,291,61
33,BORSA,8,2026,Basket Connect 4,312,43
34,DON ALVARO,8,2026,Basket Connect 4,245,108
35,FLORA,8,2026,Basket Connect 4,294,59
36,MACDUFF,8,2026,Basket Connect 4,345,21
37,RAFFAELE,8,2026,Basket Connect 4,224,111
38,DUCA DI MANTOVA,8,2026,Basket Connect 4,288,69
39,LUCREZIA,8,2026,Basket Connect 4,271,86
40,ELVIRA,8,2026,Basket Connect 4,303,51
41,AMNERIS,8,2026,Basket Connect 4,288,67
42,SPARAFUCILE,8,2026,Basket Connect 4,399,7
43,BARDOLFO,8,2026,Basket Connect 4,302,52
44,ULDINO,8,2026,Basket Connect 4,262,97
45,ZAMORO,8,2026,Basket Connect 4,391,8
46,VIOLETTA,8,2026,Basket Connect 4,335,29
47,NABUCODONOSOR,8,2026,Basket Connect 4,330,34
48,ERNANI,8,2026,Basket Connect 4,266,89
49,RUY GOMEZ,8,2026,Basket Connect 4,275,79
50,ALICE,8,2026,Basket Connect 4,348,19
51,DUNCANO,8,2026,Basket Connect 4,309,44
52,RIGOLETTO,8,2026,Basket Connect 4,273,82
53,WURM,8,2026,Basket Connect 4,273,80
54,DOROTEA,8,2026,Basket Connect 4,263,94
55,OSCAR,8,2026,Basket Connect 4,319,40
56,FORD,8,2026,Basket Connect 4,296,56
57,GUSMANO,8,2026,Basket Connect 4,259,98
58,STANKAR,8,2026,Basket Connect 4,264,91
59,ISMAELE,8,2026,Basket Connect 4,272,84
60,BARBAROSSA,8,2026,Basket Connect 4,290,64
61,GODVINO,8,2026,Basket Connect 4,305,48
62,ARMINIO,8,2026,Basket Connect 4,258,101
63,AIDA,8,2026,Basket Connect 4,297,55
64,MEDORA,8,2026,Basket Connect 4,254,106
65,LIDA,8,2026,Basket Connect 4,257,102
66,ELENA,8,2026,Basket Connect 4,388,9
67,ARRIGO,8,2026,Basket Connect 4,286,73
68,ABIGAILLE,8,2026,Basket Connect 4,430,4
69,AMELIA,8,2026,Basket Connect 4,328,35
70,GULNARA,8,2026,Basket Connect 4,374,11
71,RE CARLO,8,2026,Basket Connect 4,242,109
72,IAGO,8,2026,Basket Connect 4,425,5
73,DON CARLOS,8,2026,Basket Connect 4,334,31
74,CALATRAVA,8,2026,Basket Connect 4,271,85
75,MINA,8,2026,Basket Connect 4,368,12
76,ELISABETTA DI VALOIS,8,2026,Basket Connect 4,265,90
77,GISELDA,8,2026,Basket Connect 4,340,24
78,GILDA,8,2026,Basket Connect 4,331,33
79,MALCOLM,8,2026,Basket Connect 4,335,30
80,SEID,8,2026,Basket Connect 4,294,58
81,MARCOVALDO,8,2026,Basket Connect 4,457,2
82,ALFREDO,8,2026,Basket Connect 4,504,1
83,DON RICCARDO,8,2026,Basket Connect 4,325,36
84,ULRICA,8,2026,Basket Connect 4,337,26
85,NINETTA,8,2026,Basket Connect 4,259,99
86,MOSER,8,2026,Basket Connect 4,269,87
87,BANCO,8,2026,Basket Connect 4,254,105
88,ATALIBA,8,2026,Basket Connect 4,286,72
89,ODABELLA,8,2026,Basket Connect 4,263,93
90,EZIO,8,2026,Basket Connect 4,355,15
91,ABDALLO,8,2026,Basket Connect 4,317,42
92,FENTON,8,2026,Basket Connect 4,255,104
93,ARVINO,8,2026,Basket Connect 4,412,6
94,RENATO,8,2026,Basket Connect 4,288,68
95,CORRADO,8,2026,Basket Connect 4,352,16
96,FALSTAFF,8,2026,Basket Connect 4,280,76
97,ALZIRA,8,2026,Basket Connect 4,299,53
98,RAMFIS,8,2026,Basket Connect 4,352,17
99,AMONASRO,8,2026,Basket Connect 4,303,50
100,VICLINDA,8,2026,Basket Connect 4,295,57
101,CONTE DI VAUDEMONT,8,2026,Basket Connect 4,350,18
102,SELIMO,8,2026,Basket Connect 4,334,32
103,AZUCENA,8,2026,Basket Connect 4,320,39
104,CASSIO,8,2026,Basket Connect 4,344,22
105,FORESTO,8,2026,Basket Connect 4,306,46
106,RODOLFO,8,2026,Basket Connect 4,290,63
107,STIFFELIO,8,2026,Basket Connect 4,291,62
108,PREZIOSILLA,8,2026,Basket Connect 4,255,103
109,ROLANDO,8,2026,Basket Connect 4,280,75
110,MACBETH,8,2026,Basket Connect 4,286,71
111,MANRICO,8,2026,Basket Connect 4,263,92
112,FEDERICA,8,2026,Basket Connect 4,305,47
1,ZACCARIA,30,2026,Tiro al barattolo,374,10
2,PAGANO,25,2026,Tiro al barattolo,345,20
3,MARCOVALDO,21,2026,Tiro al barattolo,457,2
4,GUSMANO,18,2026,Tiro al barattolo,259,98
5,ABIGAILLE,16,2026,Tiro al barattolo,430,4
6,ALFREDO,16,2026,Tiro al barattolo,504,1
7,RAMFIS,16,2026,Tiro al barattolo,352,17
8,MACBETH,16,2026,Tiro al barattolo,286,71
9,VIOLETTA,14,2026,Tiro al barattolo,335,29
10,LEONORA,14,2026,Tiro al barattolo,293,60
11,DUNCANO,14,2026,Tiro al barattolo,309,44
12,GASTONE,14,2026,Tiro al barattolo,321,38
13,MOSER,14,2026,Tiro al barattolo,269,87
14,FENTON,14,2026,Tiro al barattolo,255,104
15,CORRADO,14,2026,Tiro al barattolo,352,16
16,PIRRO,14,2026,Tiro al barattolo,267,88
17,DON ALVARO,12,2026,Tiro al barattolo,245,108
18,FLORA,12,2026,Tiro al barattolo,294,59
19,AMNERIS,12,2026,Tiro al barattolo,288,67
20,ZAMORO,12,2026,Tiro al barattolo,391,8
21,NABUCODONOSOR,12,2026,Tiro al barattolo,330,34
22,OTELLO,12,2026,Tiro al barattolo,455,3
23,RUY GOMEZ,12,2026,Tiro al barattolo,275,79
24,STANKAR,12,2026,Tiro al barattolo,264,91
25,MINA,12,2026,Tiro al barattolo,368,12
26,MASSIMILIANO,12,2026,Tiro al barattolo,262,95
27,GILDA,12,2026,Tiro al barattolo,331,33
28,MALCOLM,12,2026,Tiro al barattolo,335,30
29,DESDEMONA,12,2026,Tiro al barattolo,284,74
30,ATALIBA,12,2026,Tiro al barattolo,286,72
31,EZIO,12,2026,Tiro al barattolo,355,15
32,VICLINDA,12,2026,Tiro al barattolo,295,57
33,RAFFAELE,10,2026,Tiro al barattolo,224,111
34,DUCA DI MANTOVA,10,2026,Tiro al barattolo,288,69
35,RIGOLETTO,10,2026,Tiro al barattolo,273,82
36,OSCAR,10,2026,Tiro al barattolo,319,40
37,FORD,10,2026,Tiro al barattolo,296,56
38,FILIPPO II,10,2026,Tiro al barattolo,337,25
39,GODVINO,10,2026,Tiro al barattolo,305,48
40,ARMINIO,10,2026,Tiro al barattolo,258,101
41,CONTE DI WALTER,10,2026,Tiro al barattolo,358,14
42,ARRIGO,10,2026,Tiro al barattolo,286,73
43,AMELIA,10,2026,Tiro al barattolo,328,35
44,RODRIGO,10,2026,Tiro al barattolo,335,28
45,FRA MELITONE,10,2026,Tiro al barattolo,262,96
46,CONTE DI LUNA,10,2026,Tiro al barattolo,368,13
47,DON RICCARDO,10,2026,Tiro al barattolo,325,36
48,ARVINO,10,2026,Tiro al barattolo,412,6
49,RENATO,10,2026,Tiro al barattolo,288,68
50,EGBERTO,10,2026,Tiro al barattolo,278,78
51,CONTE DI VAUDEMONT,10,2026,Tiro al barattolo,350,18
52,SELIMO,10,2026,Tiro al barattolo,334,32
53,AZUCENA,10,2026,Tiro al barattolo,320,39
54,LUISA MILLER,10,2026,Tiro al barattolo,340,23
55,CASSIO,10,2026,Tiro al barattolo,344,22
56,STIFFELIO,10,2026,Tiro al barattolo,291,62
57,BORSA,8,2026,Tiro al barattolo,312,43
58,LUCREZIA,8,2026,Tiro al barattolo,271,86
59,ELVIRA,8,2026,Tiro al barattolo,303,51
60,SPARAFUCILE,8,2026,Tiro al barattolo,399,7
61,BARDOLFO,8,2026,Tiro al barattolo,302,52
62,ERNANI,8,2026,Tiro al barattolo,266,89
63,GERMONT,8,2026,Tiro al barattolo,287,70
64,ISMAELE,8,2026,Tiro al barattolo,272,84
65,BARBAROSSA,8,2026,Tiro al barattolo,290,64
66,OVANDO,8,2026,Tiro al barattolo,319,41
67,AIDA,8,2026,Tiro al barattolo,297,55
68,BRIANO,8,2026,Tiro al barattolo,303,49
69,RE CARLO,8,2026,Tiro al barattolo,242,109
70,IAGO,8,2026,Tiro al barattolo,425,5
71,CALATRAVA,8,2026,Tiro al barattolo,271,85
72,ELISABETTA DI VALOIS,8,2026,Tiro al barattolo,265,90
73,GISELDA,8,2026,Tiro al barattolo,340,24
74,SEID,8,2026,Tiro al barattolo,294,58
75,GUY DE MONTFORT,8,2026,Tiro al barattolo,336,27
76,BANCO,8,2026,Tiro al barattolo,254,105
77,ODABELLA,8,2026,Tiro al barattolo,263,93
78,TEBALDO,8,2026,Tiro al barattolo,278,77
79,ATTILA,8,2026,Tiro al barattolo,289,65
80,AMONASRO,8,2026,Tiro al barattolo,303,50
81,FORESTO,8,2026,Tiro al barattolo,306,46
82,RODOLFO,8,2026,Tiro al barattolo,290,63
83,PREZIOSILLA,8,2026,Tiro al barattolo,255,103
84,ROLANDO,8,2026,Tiro al barattolo,280,75
85,MACDUFF,6,2026,Tiro al barattolo,345,21
86,ULDINO,6,2026,Tiro al barattolo,262,97
87,RADAMÈS,6,2026,Tiro al barattolo,321,37
88,ALICE,6,2026,Tiro al barattolo,348,19
89,WURM,6,2026,Tiro al barattolo,273,80
90,DOROTEA,6,2026,Tiro al barattolo,263,94
91,EMILIA,6,2026,Tiro al barattolo,272,83
92,MEDORA,6,2026,Tiro al barattolo,254,106
93,IMELDA,6,2026,Tiro al barattolo,258,100
94,LIDA,6,2026,Tiro al barattolo,257,102
95,ELENA,6,2026,Tiro al barattolo,388,9
96,GULNARA,6,2026,Tiro al barattolo,374,11
97,DON CARLOS,6,2026,Tiro al barattolo,334,31
98,PISANA,6,2026,Tiro al barattolo,289,66
99,LINA,6,2026,Tiro al barattolo,306,45
100,ULRICA,6,2026,Tiro al barattolo,337,26
101,NINETTA,6,2026,Tiro al barattolo,259,99
102,FERRANDO,6,2026,Tiro al barattolo,273,81
103,ABDALLO,6,2026,Tiro al barattolo,317,42
104,FALSTAFF,6,2026,Tiro al barattolo,280,76
105,ALZIRA,6,2026,Tiro al barattolo,299,53
106,BARBARIGO,6,2026,Tiro al barattolo,237,110
107,CONTE RICCARDO,6,2026,Tiro al barattolo,298,54
108,ROLLA,6,2026,Tiro al barattolo,249,107
109,FOSCARI,6,2026,Tiro al barattolo,201,112
110,MANRICO,6,2026,Tiro al barattolo,263,92
111,FEDERICA,6,2026,Tiro al barattolo,305,47
112,AROLDO,6,2026,Tiro al barattolo,291,61
1,ALFREDO,30,2026,Pielle,504,1
2,GULNARA,25,2026,Pielle,374,11
3,ABDALLO,21,2026,Pielle,317,42
4,WURM,18,2026,Pielle,273,80
5,FILIPPO II,16,2026,Pielle,337,25
6,GISELDA,16,2026,Pielle,340,24
7,FERRANDO,16,2026,Pielle,273,81
8,MACBETH,16,2026,Pielle,286,71
9,VIOLETTA,14,2026,Pielle,335,29
10,AIDA,14,2026,Pielle,297,55
11,ARRIGO,14,2026,Pielle,286,73
12,ABIGAILLE,14,2026,Pielle,430,4
13,PISANA,14,2026,Pielle,289,66
14,FENTON,14,2026,Pielle,255,104
15,RODOLFO,14,2026,Pielle,290,63
16,MANRICO,14,2026,Pielle,263,92
17,DUCA DI MANTOVA,12,2026,Pielle,288,69
18,RADAMÈS,12,2026,Pielle,321,37
19,ALICE,12,2026,Pielle,348,19
20,DUNCANO,12,2026,Pielle,309,44
21,ARMINIO,12,2026,Pielle,258,101
22,AMELIA,12,2026,Pielle,328,35
23,RODRIGO,12,2026,Pielle,335,28
24,CALATRAVA,12,2026,Pielle,271,85
25,LINA,12,2026,Pielle,306,45
26,MALCOLM,12,2026,Pielle,335,30
27,NINETTA,12,2026,Pielle,259,99
28,GUY DE MONTFORT,12,2026,Pielle,336,27
29,PAGANO,12,2026,Pielle,345,20
30,ARVINO,12,2026,Pielle,412,6
31,CASSIO,12,2026,Pielle,344,22
32,ZACCARIA,12,2026,Pielle,374,10
33,BORSA,10,2026,Pielle,312,43
34,ZAMORO,10,2026,Pielle,391,8
35,OTELLO,10,2026,Pielle,455,3
36,RIGOLETTO,10,2026,Pielle,273,82
37,IMELDA,10,2026,Pielle,258,100
38,IAGO,10,2026,Pielle,425,5
39,MASSIMILIANO,10,2026,Pielle,262,95
40,GASTONE,10,2026,Pielle,321,38
41,SEID,10,2026,Pielle,294,58
42,MARCOVALDO,10,2026,Pielle,457,2
43,DON RICCARDO,10,2026,Pielle,325,36
44,ULRICA,10,2026,Pielle,337,26
45,MOSER,10,2026,Pielle,269,87
46,ODABELLA,10,2026,Pielle,263,93
47,EZIO,10,2026,Pielle,355,15
48,FALSTAFF,10,2026,Pielle,280,76
49,ALZIRA,10,2026,Pielle,299,53
50,RAMFIS,10,2026,Pielle,352,17
51,AMONASRO,10,2026,Pielle,303,50
52,CONTE DI VAUDEMONT,10,2026,Pielle,350,18
53,SELIMO,10,2026,Pielle,334,32
54,LUISA MILLER,10,2026,Pielle,340,23
55,FORESTO,10,2026,Pielle,306,46
56,PIRRO,10,2026,Pielle,267,88
57,MACDUFF,8,2026,Pielle,345,21
58,NABUCODONOSOR,8,2026,Pielle,330,34
59,ERNANI,8,2026,Pielle,266,89
60,RUY GOMEZ,8,2026,Pielle,275,79
61,OSCAR,8,2026,Pielle,319,40
62,FORD,8,2026,Pielle,296,56
63,GUSMANO,8,2026,Pielle,259,98
64,EMILIA,8,2026,Pielle,272,83
65,ISMAELE,8,2026,Pielle,272,84
66,LIDA,8,2026,Pielle,257,102
67,ELENA,8,2026,Pielle,388,9
68,DON CARLOS,8,2026,Pielle,334,31
69,CONTE DI LUNA,8,2026,Pielle,368,13
70,MINA,8,2026,Pielle,368,12
71,ELISABETTA DI VALOIS,8,2026,Pielle,265,90
72,GILDA,8,2026,Pielle,331,33
73,BANCO,8,2026,Pielle,254,105
74,ATALIBA,8,2026,Pielle,286,72
75,RENATO,8,2026,Pielle,288,68
76,CORRADO,8,2026,Pielle,352,16
77,EGBERTO,8,2026,Pielle,278,78
78,ATTILA,8,2026,Pielle,289,65
79,BARBARIGO,8,2026,Pielle,237,110
80,VICLINDA,8,2026,Pielle,295,57
81,AZUCENA,8,2026,Pielle,320,39
82,CONTE RICCARDO,8,2026,Pielle,298,54
83,PREZIOSILLA,8,2026,Pielle,255,103
84,AROLDO,8,2026,Pielle,291,61
85,DON ALVARO,6,2026,Pielle,245,108
86,FLORA,6,2026,Pielle,294,59
87,RAFFAELE,6,2026,Pielle,224,111
88,LUCREZIA,6,2026,Pielle,271,86
89,ELVIRA,6,2026,Pielle,303,51
90,AMNERIS,6,2026,Pielle,288,67
91,SPARAFUCILE,6,2026,Pielle,399,7
92,BARDOLFO,6,2026,Pielle,302,52
93,ULDINO,6,2026,Pielle,262,97
94,LEONORA,6,2026,Pielle,293,60
95,DOROTEA,6,2026,Pielle,263,94
96,GERMONT,6,2026,Pielle,287,70
97,STANKAR,6,2026,Pielle,264,91
98,BARBAROSSA,6,2026,Pielle,290,64
99,GODVINO,6,2026,Pielle,305,48
100,OVANDO,6,2026,Pielle,319,41
101,BRIANO,6,2026,Pielle,303,49
102,MEDORA,6,2026,Pielle,254,106
103,CONTE DI WALTER,6,2026,Pielle,358,14
104,RE CARLO,6,2026,Pielle,242,109
105,FRA MELITONE,6,2026,Pielle,262,96
106,DESDEMONA,6,2026,Pielle,284,74
107,TEBALDO,6,2026,Pielle,278,77
108,ROLLA,6,2026,Pielle,249,107
